letter,work_title,key_original,tonality,genre_categories,category,sub_category,instrumentation,instrumentation_cn,voice_types,language,imslp_id,file_description,section,copyright,publisher,eligible,status,error,skip_reason,local_filename,source_url,handler_url
C,Ciboulette,,,"Operettas; Theatrical Works; Operas; For voices, mixed chorus, orchestra; Scores featuring the voice; Scores featuring mixed chorus; Scores featuring the orchestra; For voices and chorus with orchestra; French language; For piano (arr); For 1 player (arr); Scores featuring the piano (arr)",器乐分谱,轻歌剧,"voices, chorus, orchestra",声乐、合唱、管弦乐队,大提琴分谱,法语,980801,Cellos,tabScore2,Public Domain,"Paris: Salabert, 2012 [©1923]. Plate E.A.S. 02336P. 原作版版本说明 此为原作版/评注版/学术版/科学版（或为单纯重新制谱版本）。任何受版权保护的评注或考订资料均不应包含于本站提供的扫描文件中。 在加拿大，对公有领域作品的新版本/重新制谱版本（不含新增原创内容时）因未达到原创性门槛，应属公有领域。在欧盟多数国家，此类版本（新增原创内容除外）通常自出版起受保护期不超过25年（波兰为30年），且仅当原作者版权过期后出版的版本适用此规则。在美国，版权仅适用于新增原创内容，对公有领域作品的重新制谱版本（不含原创素材）不构成新版权主张，尽管可能存在版权声明（此类声明仅应适用于新增内容）。 您可能需要核查作品的出版日期及首次出版详情以确定版权状态（尤其在美国），因原作版权或未过期。 更多信息可在此处查阅。请遵守您所在国的版权法规。IMSLP对下载非公有领域文件所引发的任何法律后果不承担任何形式的责任或义务。",True,downloaded,,,器乐分谱/8b94373c-08ef-4581-b632-8390ec742a2d.pdf,"https://imslp.org/wiki/Ciboulette_(Hahn,_Reynaldo)",https://imslp.org/wiki/Special:ImagefromIndex/980801/hfpb
C,Ciboulette,,,"Operettas; Theatrical Works; Operas; For voices, mixed chorus, orchestra; Scores featuring the voice; Scores featuring mixed chorus; Scores featuring the orchestra; For voices and chorus with orchestra; French language; For piano (arr); For 1 player (arr); Scores featuring the piano (arr)",器乐分谱,轻歌剧,"voices, chorus, orchestra",声乐、合唱、管弦乐队,低音提琴分谱,法语,980793,Basses,tabScore2,Public Domain,"Paris: Salabert, 2012 [©1923]. Plate E.A.S. 02336P. 原作版版本说明 此为原作版/评注版/学术版/科学版（或为单纯重新制谱版本）。任何受版权保护的评注或考订资料均不应包含于本站提供的扫描文件中。 在加拿大，对公有领域作品的新版本/重新制谱版本（不含新增原创内容时）因未达到原创性门槛，应属公有领域。在欧盟多数国家，此类版本（新增原创内容除外）通常自出版起受保护期不超过25年（波兰为30年），且仅当原作者版权过期后出版的版本适用此规则。在美国，版权仅适用于新增原创内容，对公有领域作品的重新制谱版本（不含原创素材）不构成新版权主张，尽管可能存在版权声明（此类声明仅应适用于新增内容）。 您可能需要核查作品的出版日期及首次出版详情以确定版权状态（尤其在美国），因原作版权或未过期。 更多信息可在此处查阅。请遵守您所在国的版权法规。IMSLP对下载非公有领域文件所引发的任何法律后果不承担任何形式的责任或义务。",True,downloaded,,,器乐分谱/863bfd7c-7b78-4d8d-b2b8-08bbe4ea3c66.pdf,"https://imslp.org/wiki/Ciboulette_(Hahn,_Reynaldo)",https://imslp.org/wiki/Special:ImagefromIndex/980793/hfpb
C,Ciboulette,,,"Operettas; Theatrical Works; Operas; For voices, mixed chorus, orchestra; Scores featuring the voice; Scores featuring mixed chorus; Scores featuring the orchestra; For voices and chorus with orchestra; French language; For piano (arr); For 1 player (arr); Scores featuring the piano (arr)",歌剧总谱,轻歌剧,"voices, chorus, orchestra",声乐、合唱、管弦乐队,声乐谱,法语,103216,Complete Score,tabScore3,Public Domain,"Paris: Salabert, 1923. Plate E.A.S. 2336.",True,downloaded,,,歌剧总谱/2f40dd2f-80a3-4709-b0bd-d2f28814b83e.pdf,"https://imslp.org/wiki/Ciboulette_(Hahn,_Reynaldo)",https://imslp.org/wiki/Special:ImagefromIndex/103216/hfpb
C,Ciboulette,,,"Operettas; Theatrical Works; Operas; For voices, mixed chorus, orchestra; Scores featuring the voice; Scores featuring mixed chorus; Scores featuring the orchestra; For voices and chorus with orchestra; French language; For piano (arr); For 1 player (arr); Scores featuring the piano (arr)",歌剧总谱,轻歌剧,"voices, chorus, orchestra",声乐、合唱、管弦乐队,声乐、合唱、管弦乐队,法语,653997,下载这个文件,tabArrTrans,Public Domain,"Paris: Salabert, 1923. Plate E.A.S. 2731.",True,downloaded,,,歌剧总谱/19561bfd-44ed-485d-85cb-664cce41d0f6.pdf,"https://imslp.org/wiki/Ciboulette_(Hahn,_Reynaldo)",https://imslp.org/wiki/Special:ImagefromIndex/653997/hfpb
C,Cimetière de Campagne,B-flat major,降B大调,"Songs; For voice, piano; For voices with keyboard; Scores featuring the voice; Scores featuring the piano; French language; For piano (arr); For 1 player (arr); Scores featuring the piano (arr)",艺术歌曲,,"voice, piano",声乐、钢琴,声乐、钢琴,法语,90041,Complete Score,tabScore1,Public Domain,"Paris: Heugel, n.d.(1894). Plate 8315.",True,downloaded,,,艺术歌曲/532f2cfe-4811-4cdb-87f7-119bf1d657ed.pdf,"https://imslp.org/wiki/Cimeti%C3%A8re_de_campagne_(Hahn,_Reynaldo)",https://imslp.org/wiki/Special:ImagefromIndex/90041/hfpb
C,Cimetière de Campagne,B-flat major,降B大调,"Songs; For voice, piano; For voices with keyboard; Scores featuring the voice; Scores featuring the piano; French language; For piano (arr); For 1 player (arr); Scores featuring the piano (arr)",艺术歌曲,,"voice, piano",声乐、钢琴,声乐、钢琴,法语,824921,Complete Score,tabArrTrans,Public Domain,"Paris: Heugel, 1894-1923. Plate H. 28,491.",True,downloaded,,,艺术歌曲/bbb26a10-304d-4426-ab4b-7e15c687cad3.pdf,"https://imslp.org/wiki/Cimeti%C3%A8re_de_campagne_(Hahn,_Reynaldo)",https://imslp.org/wiki/Special:ImagefromIndex/824921/hfpb
C,La colombe de Bouddha,,,"Lyric operas; Theatrical Works; Operas; For voices, mixed chorus, orchestra; Scores featuring the voice; Scores featuring mixed chorus; Scores featuring the orchestra; For voices and chorus with orchestra; French language",歌剧总谱,抒情歌剧,"Vocal soloists, Chorus, Orchestra",独唱、合唱、管弦乐队,独唱、合唱、管弦乐队,法语,104966,Complete Score,tabScore1,Public Domain,"Paris: Heugel, 1921. Plate H. & Cie. 27,754.",True,downloaded,,,歌剧总谱/0a61230a-4fee-44e3-94d8-d55de4e0fa0d.pdf,"https://imslp.org/wiki/La_colombe_de_Bouddha_(Hahn,_Reynaldo)",https://imslp.org/wiki/Special:ImagefromIndex/104966/hfpb
C,Les cygnes,,,"Songs; For voice, piano; For voices with keyboard; Scores featuring the voice; Scores featuring the piano; French language",艺术歌曲,,"voice, piano",声乐、钢琴,声乐、钢琴,法语,90044,Complete Score,tabScore1,Public Domain,"Paris: Heugel, n.d. (1894). Plate 8315",True,downloaded,,,艺术歌曲/974252b4-2a2b-490f-bfc1-bab649de571f.pdf,"https://imslp.org/wiki/Les_cygnes_(Hahn,_Reynaldo)",https://imslp.org/wiki/Special:ImagefromIndex/90044/hfpb
D,D'une prison,,,"Songs; For voice, piano; For voices with keyboard; Scores featuring the voice; Scores featuring the piano; French language; For piano (arr); For 1 player (arr); Scores featuring the piano (arr)",艺术歌曲,,"voice, piano",声乐、钢琴,声乐、钢琴,法语,86059,Complete Score,tabScore1,Public Domain,"Paris: Heugel, n.d.(1888). Plate 8315.",True,downloaded,,,艺术歌曲/92180270-d430-46fe-bb0e-0a06081703a3.pdf,"https://imslp.org/wiki/D%27une_prison_(Hahn,_Reynaldo)",https://imslp.org/wiki/Special:ImagefromIndex/86059/hfpb
D,D'une prison,,,"Songs; For voice, piano; For voices with keyboard; Scores featuring the voice; Scores featuring the piano; French language; For piano (arr); For 1 player (arr); Scores featuring the piano (arr)",艺术歌曲,,"voice, piano",声乐、钢琴,声乐、钢琴,法语,824895,Complete Score,tabArrTrans,Public Domain,"Paris: Heugel, 1894-1923. Plate H. 28,492.",True,downloaded,,,艺术歌曲/f3c02fcf-470b-4280-8202-2e9fb4eb4279.pdf,"https://imslp.org/wiki/D%27une_prison_(Hahn,_Reynaldo)",https://imslp.org/wiki/Special:ImagefromIndex/824895/hfpb
D,Dans la nuit,,,"Songs; For voice, piano; For voices with keyboard; Scores featuring the voice; Scores featuring the piano; French language",艺术歌曲,,"Voice, Piano",声乐、钢琴,声乐、钢琴,法语,91699,Complete Score,tabScore1,Public Domain,"Mélodies de Reynaldo Hahn, Vol.2, No.12Paris: Heugel, n.d. Plate H. 27,627",True,downloaded,,,艺术歌曲/12956cdb-ff55-4033-84ae-48434438ae90.pdf,"https://imslp.org/wiki/Dans_la_nuit_(Hahn,_Reynaldo)",https://imslp.org/wiki/Special:ImagefromIndex/91699/hfpb
D,La danse de Dorimène,A minor,a小调,Dances; For piano; Scores featuring the piano; For 1 player,器乐独奏,舞曲,piano (with mimes),钢琴（withmimes）,钢琴（withmimes）,,824556,Complete Score,tabScore1,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,"Morel, 2022.",True,blocked,Error: No direct PDF URL,,器乐独奏/bf2544f3-964a-4545-a427-866d1325fdd5.pdf,"https://imslp.org/wiki/La_danse_de_Dorim%C3%A8ne_(Hahn,_Reynaldo)",https://imslp.org/wiki/Special:ImagefromIndex/824556/hfpb
D,La délaissée,,,"Songs; For voice, piano; For voices with keyboard; Scores featuring the voice; Scores featuring the piano; French language",艺术歌曲,,"Voice, Piano",声乐、钢琴,声乐、钢琴,法语,91808,Complete Score,tabScore1,Public Domain,"Mélodies de Reynaldo Hahn, Vol.2, No.3Paris: Heugel, 1898. Plate H. 27,627",True,downloaded,,,艺术歌曲/8ab4997b-679e-44cd-a36f-d63909420efb.pdf,"https://imslp.org/wiki/La_d%C3%A9laiss%C3%A9e_(Hahn,_Reynaldo)",https://imslp.org/wiki/Special:ImagefromIndex/91808/hfpb
D,Dernier vœu,,,"Songs; For voice, piano; For voices with keyboard; Scores featuring the voice; Scores featuring the piano; French language",艺术歌曲,,"voice, piano",声乐、钢琴,声乐、钢琴,法语,90042,Complete Score,tabScore1,Public Domain,"Paris: Heugel, n.d. (1894). Plate 8315",True,downloaded,,,艺术歌曲/ce66f800-6c06-4ce0-95f3-2520a63a2e2a.pdf,"https://imslp.org/wiki/Dernier_v%C5%93u_(Hahn,_Reynaldo)",https://imslp.org/wiki/Special:ImagefromIndex/90042/hfpb
D,Le dieu bleu,,,Ballets; Theatrical Works; For orchestra; Scores featuring the orchestra; For piano (arr); For 1 player (arr); Scores featuring the piano (arr),管弦乐/交响曲,芭蕾舞剧,Orchestra,管弦乐队,管弦乐队,,90807,Complete Score,tabArrTrans,Public Domain - Non-PD EU,"Paris: Heugel & Cie., 1911. Plate H. & Cie. 25,224.",True,downloaded,,,管弦乐/交响曲/3f556ac8-4a51-49ff-ba04-49e5d2aa6964.pdf,"https://imslp.org/wiki/Le_dieu_bleu_(Hahn,_Reynaldo)",https://imslp.org/wiki/Special:ImagefromIndex/90807/hfpb
D,La Douce Paix,,,"Songs; For voice, piano; For voices with keyboard; Scores featuring the voice; Scores featuring the piano; French language",艺术歌曲,,"Voice, Piano",声乐、钢琴,声乐、钢琴,法语,87421,Complete Score,tabScore1,Public Domain - Non-PD EU,"Paris: Heugel, n.d. (1921). Plate 27627",True,downloaded,,,艺术歌曲/c394b673-a63b-4dc5-8314-a720365798b4.pdf,"https://imslp.org/wiki/La_douce_paix_(Hahn,_Reynaldo)",https://imslp.org/wiki/Special:ImagefromIndex/87421/hfpb
E,L'Énamourée,,,"Songs; For voice, piano; For voices with keyboard; Scores featuring the voice; Scores featuring the piano; French language",艺术歌曲,,Voice and piano,声乐、钢琴,声乐、钢琴,法语,86266,Complete Score,tabScore1,Public Domain,"Paris: Heugel, n.d.[1888]. Plate 8315.",True,downloaded,,,艺术歌曲/73a018e9-27bc-4c75-abc2-d905db7c4c97.pdf,"https://imslp.org/wiki/L%27%C3%A9namour%C3%A9e_(Hahn,_Reynaldo)",https://imslp.org/wiki/Special:ImagefromIndex/86266/hfpb
E,Esther,,,"Incidental music; Theatrical Works; For 2 voices, mixed chorus, orchestra; For voices and chorus with orchestra; Scores featuring the voice; Scores featuring the soprano voice; Scores featuring the alto voice; Scores featuring mixed chorus; Scores featuring the orchestra; French language",合唱作品,戏剧配乐,"soprano, contralto, mixed chorus, orchestra",女高音、女低音、混声合唱、管弦乐队,女高音、女低音、混声合唱、管弦乐队,法语,22318,下载这个文件,tabScore1,Public Domain,"Paris: Heugel & Cie., n.d. (ca 1905), Plate H. & Cie. 21.872",True,downloaded,,,合唱作品/92cbb7cf-c0b0-48aa-9f45-f7b96fa8890b.pdf,"https://imslp.org/wiki/Esther_(Hahn,_Reynaldo)",https://imslp.org/wiki/Special:ImagefromIndex/22318/hfpb
E,Esther,,,"Incidental music; Theatrical Works; For 2 voices, mixed chorus, orchestra; For voices and chorus with orchestra; Scores featuring the voice; Scores featuring the soprano voice; Scores featuring the alto voice; Scores featuring mixed chorus; Scores featuring the orchestra; French language",合唱作品,戏剧配乐,"soprano, contralto, mixed chorus, orchestra",女高音、女低音、混声合唱、管弦乐队,女高音、女低音、混声合唱、管弦乐队,法语,22319,Act I,tabScore1,Public Domain,"Paris: Heugel & Cie., n.d. (ca 1905), Plate H. & Cie. 21.872",True,downloaded,,,合唱作品/6894d0e9-eaf2-4488-aa00-066741fd9dd1.pdf,"https://imslp.org/wiki/Esther_(Hahn,_Reynaldo)",https://imslp.org/wiki/Special:ImagefromIndex/22319/hfpb
E,Esther,,,"Incidental music; Theatrical Works; For 2 voices, mixed chorus, orchestra; For voices and chorus with orchestra; Scores featuring the voice; Scores featuring the soprano voice; Scores featuring the alto voice; Scores featuring mixed chorus; Scores featuring the orchestra; French language",合唱作品,戏剧配乐,"soprano, contralto, mixed chorus, orchestra",女高音、女低音、混声合唱、管弦乐队,女高音、女低音、混声合唱、管弦乐队,法语,22320,Act II,tabScore1,Public Domain,"Paris: Heugel & Cie., n.d. (ca 1905), Plate H. & Cie. 21.872",True,downloaded,,,合唱作品/2518d13b-7e22-42f4-b4c6-f2a1bfd1bedd.pdf,"https://imslp.org/wiki/Esther_(Hahn,_Reynaldo)",https://imslp.org/wiki/Special:ImagefromIndex/22320/hfpb
E,Esther,,,"Incidental music; Theatrical Works; For 2 voices, mixed chorus, orchestra; For voices and chorus with orchestra; Scores featuring the voice; Scores featuring the soprano voice; Scores featuring the alto voice; Scores featuring mixed chorus; Scores featuring the orchestra; French language",合唱作品,戏剧配乐,"soprano, contralto, mixed chorus, orchestra",女高音、女低音、混声合唱、管弦乐队,女高音、女低音、混声合唱、管弦乐队,法语,22321,Act III,tabScore1,Public Domain,"Paris: Heugel & Cie., n.d. (ca 1905), Plate H. & Cie. 21.872",True,downloaded,,,合唱作品/06b0aad1-02b1-40be-a296-0cc49b1456f0.pdf,"https://imslp.org/wiki/Esther_(Hahn,_Reynaldo)",https://imslp.org/wiki/Special:ImagefromIndex/22321/hfpb
E,Etudes latines,,,"Studies; For voice, piano; For voices with keyboard; Scores featuring the voice; Scores featuring the piano; French language",器乐独奏,练习曲,"voice, piano",声乐、钢琴,声乐、钢琴,法语,90808,Complete Score,tabScore1,Public Domain,"Paris: Heugel & Cie., 1900. Plate H. & Cie. 20,174-82, 8329.",False,pending,,本地目录已有同名 Hahn 作品,器乐独奏/10e254c1-359f-4764-9cc9-5c149fe21971.pdf,"https://imslp.org/wiki/%C3%89tudes_latines_(Hahn,_Reynaldo)",https://imslp.org/wiki/Special:ImagefromIndex/90808/hfpb
E,Etudes latines,,,"Studies; For voice, piano; For voices with keyboard; Scores featuring the voice; Scores featuring the piano; French language",器乐独奏,练习曲,"voice, piano",声乐、钢琴,声乐、钢琴,法语,591362,7. Tyndaris (low voice),tabScore1,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,"Iain Sneddon, 2019.",False,pending,,本地目录已有同名 Hahn 作品,器乐独奏/7c07395f-c1b0-467b-b5d6-f0c6f8973a3c.pdf,"https://imslp.org/wiki/%C3%89tudes_latines_(Hahn,_Reynaldo)",https://imslp.org/wiki/Special:ImagefromIndex/591362/hfpb
E,2 Études,,,Studies; For piano; Scores featuring the piano; For 1 player,器乐独奏,练习曲,piano,钢琴,钢琴独奏,,45454,Complete Score,tabScore1,Public Domain,"Paris: Heugel & Cie., 1927. Plate 29,728.",True,downloaded,,,器乐独奏/da95383f-4dc6-4629-8f66-a9894e9388b7.pdf,"https://imslp.org/wiki/2_%C3%89tudes_(Hahn,_Reynaldo)",https://imslp.org/wiki/Special:ImagefromIndex/45454/hfpb
F,La fête chez Thérèse,,,Ballets; Theatrical Works; For orchestra; Scores featuring the orchestra; For piano (arr); For 1 player (arr); Scores featuring the piano (arr); For orchestra (arr); Scores featuring the orchestra (arr),管弦乐/交响曲,芭蕾舞剧,Orchestra,管弦乐队,管弦乐队,,244353,Complete Score,tabScore1,Public Domain,"Paris: Heugel, 1910. Plate H. & Cie. 24773.",True,downloaded,,,管弦乐/交响曲/9fbc65bd-b608-443e-925b-f907e29aea85.pdf,"https://imslp.org/wiki/La_f%C3%AAte_chez_Th%C3%A9r%C3%A8se_(Hahn,_Reynaldo)",https://imslp.org/wiki/Special:ImagefromIndex/244353/hfpb
F,La fête chez Thérèse,,,Ballets; Theatrical Works; For orchestra; Scores featuring the orchestra; For piano (arr); For 1 player (arr); Scores featuring the piano (arr); For orchestra (arr); Scores featuring the orchestra (arr),管弦乐/交响曲,芭蕾舞剧,Orchestra,管弦乐队,管弦乐队,,244354,Complete Score,tabScore1,Public Domain,"Paris: Heugel, 1910. Plate H. & Cie. 24773.",True,downloaded,,,管弦乐/交响曲/71a5b7b9-d279-44f5-bec6-9e44176c45d1.pdf,"https://imslp.org/wiki/La_f%C3%AAte_chez_Th%C3%A9r%C3%A8se_(Hahn,_Reynaldo)",https://imslp.org/wiki/Special:ImagefromIndex/244354/hfpb
F,La fête chez Thérèse,,,Ballets; Theatrical Works; For orchestra; Scores featuring the orchestra; For piano (arr); For 1 player (arr); Scores featuring the piano (arr); For orchestra (arr); Scores featuring the orchestra (arr),管弦乐/交响曲,芭蕾舞剧,Orchestra,管弦乐队,管弦乐队,,244355,Complete Score,tabArrTrans,Public Domain,"Paris: Heugel, 1909. Plate H. & Cie. 24131.",True,downloaded,,,管弦乐/交响曲/2dc7623c-67e4-419d-8eaa-9a52e746dd07.pdf,"https://imslp.org/wiki/La_f%C3%AAte_chez_Th%C3%A9r%C3%A8se_(Hahn,_Reynaldo)",https://imslp.org/wiki/Special:ImagefromIndex/244355/hfpb
F,La fête chez Thérèse,,,Ballets; Theatrical Works; For orchestra; Scores featuring the orchestra; For piano (arr); For 1 player (arr); Scores featuring the piano (arr); For orchestra (arr); Scores featuring the orchestra (arr),管弦乐/交响曲,芭蕾舞剧,Orchestra,管弦乐队,管弦乐队,,22316,下载这个文件,tabArrTrans,Public Domain,"Paris: Heugel, 1910. Plate H. & Cie. 24625.",True,downloaded,,,管弦乐/交响曲/88d1ba48-b7b5-4272-9459-5aed931d606c.pdf,"https://imslp.org/wiki/La_f%C3%AAte_chez_Th%C3%A9r%C3%A8se_(Hahn,_Reynaldo)",https://imslp.org/wiki/Special:ImagefromIndex/22316/hfpb
F,La fête chez Thérèse,,,Ballets; Theatrical Works; For orchestra; Scores featuring the orchestra; For piano (arr); For 1 player (arr); Scores featuring the piano (arr); For orchestra (arr); Scores featuring the orchestra (arr),管弦乐/交响曲,芭蕾舞剧,Orchestra,管弦乐队,管弦乐队,,22317,下载这个文件,tabArrTrans,Public Domain,"Paris: Heugel, 1910. Plate H. & Cie. 24625.",True,downloaded,,,管弦乐/交响曲/f44de12f-44d2-4dc4-8ce4-b1206b0f2b6e.pdf,"https://imslp.org/wiki/La_f%C3%AAte_chez_Th%C3%A9r%C3%A8se_(Hahn,_Reynaldo)",https://imslp.org/wiki/Special:ImagefromIndex/22317/hfpb
F,La fête chez Thérèse,,,Ballets; Theatrical Works; For orchestra; Scores featuring the orchestra; For piano (arr); For 1 player (arr); Scores featuring the piano (arr); For orchestra (arr); Scores featuring the orchestra (arr),管弦乐/交响曲,芭蕾舞剧,Orchestra,管弦乐队,指挥用钢琴谱,,799074,Piano Conductor,tabArrTrans,Public Domain,"Paris: Heugel, 1911. MPR",True,downloaded,,,管弦乐/交响曲/de8401ce-ee9e-4d29-b70d-527cced99528.pdf,"https://imslp.org/wiki/La_f%C3%AAte_chez_Th%C3%A9r%C3%A8se_(Hahn,_Reynaldo)",https://imslp.org/wiki/Special:ImagefromIndex/799074/hfpb
F,La fête chez Thérèse,,,Ballets; Theatrical Works; For orchestra; Scores featuring the orchestra; For piano (arr); For 1 player (arr); Scores featuring the piano (arr); For orchestra (arr); Scores featuring the orchestra (arr),器乐分谱,芭蕾舞剧,Orchestra,管弦乐队,长笛／短笛分谱,,799075,Flute/Piccolo,tabArrTrans,Public Domain,"Paris: Heugel, 1911. MPR",True,downloaded,,,器乐分谱/3038658b-1b0c-49c6-a984-4b9f40a2820a.pdf,"https://imslp.org/wiki/La_f%C3%AAte_chez_Th%C3%A9r%C3%A8se_(Hahn,_Reynaldo)",https://imslp.org/wiki/Special:ImagefromIndex/799075/hfpb
F,La fête chez Thérèse,,,Ballets; Theatrical Works; For orchestra; Scores featuring the orchestra; For piano (arr); For 1 player (arr); Scores featuring the piano (arr); For orchestra (arr); Scores featuring the orchestra (arr),器乐分谱,芭蕾舞剧,Orchestra,管弦乐队,双簧管分谱,,799076,Oboe,tabArrTrans,Public Domain,"Paris: Heugel, 1911. MPR",True,downloaded,,,器乐分谱/e8a32f10-dc33-4d9e-bc30-4130c3a0b7c4.pdf,"https://imslp.org/wiki/La_f%C3%AAte_chez_Th%C3%A9r%C3%A8se_(Hahn,_Reynaldo)",https://imslp.org/wiki/Special:ImagefromIndex/799076/hfpb
F,La fête chez Thérèse,,,Ballets; Theatrical Works; For orchestra; Scores featuring the orchestra; For piano (arr); For 1 player (arr); Scores featuring the piano (arr); For orchestra (arr); Scores featuring the orchestra (arr),器乐分谱,芭蕾舞剧,Orchestra,管弦乐队,单簧管分谱,,799077,"Clarinet 1, 2 (A/B♭)",tabArrTrans,Public Domain,"Paris: Heugel, 1911. MPR",True,downloaded,,,器乐分谱/889d02f2-406d-44c6-828d-aff8e5764174.pdf,"https://imslp.org/wiki/La_f%C3%AAte_chez_Th%C3%A9r%C3%A8se_(Hahn,_Reynaldo)",https://imslp.org/wiki/Special:ImagefromIndex/799077/hfpb
F,La fête chez Thérèse,,,Ballets; Theatrical Works; For orchestra; Scores featuring the orchestra; For piano (arr); For 1 player (arr); Scores featuring the piano (arr); For orchestra (arr); Scores featuring the orchestra (arr),器乐分谱,芭蕾舞剧,Orchestra,管弦乐队,巴松分谱,,799078,Bassoon,tabArrTrans,Public Domain,"Paris: Heugel, 1911. MPR",True,downloaded,,,器乐分谱/5f8bfd0b-f515-4b8a-bf77-fca2b00bdd12.pdf,"https://imslp.org/wiki/La_f%C3%AAte_chez_Th%C3%A9r%C3%A8se_(Hahn,_Reynaldo)",https://imslp.org/wiki/Special:ImagefromIndex/799078/hfpb
F,La fête chez Thérèse,,,Ballets; Theatrical Works; For orchestra; Scores featuring the orchestra; For piano (arr); For 1 player (arr); Scores featuring the piano (arr); For orchestra (arr); Scores featuring the orchestra (arr),器乐分谱,芭蕾舞剧,Orchestra,管弦乐队,圆号分谱,,799079,Horn 1/2 (F),tabArrTrans,Public Domain,"Paris: Heugel, 1911. MPR",True,downloaded,,,器乐分谱/e2b912c5-0a63-47fc-8c1a-9abcc94796b2.pdf,"https://imslp.org/wiki/La_f%C3%AAte_chez_Th%C3%A9r%C3%A8se_(Hahn,_Reynaldo)",https://imslp.org/wiki/Special:ImagefromIndex/799079/hfpb
F,La fête chez Thérèse,,,Ballets; Theatrical Works; For orchestra; Scores featuring the orchestra; For piano (arr); For 1 player (arr); Scores featuring the piano (arr); For orchestra (arr); Scores featuring the orchestra (arr),器乐分谱,芭蕾舞剧,Orchestra,管弦乐队,短号分谱,,799080,Cornet 1/2 (B♭),tabArrTrans,Public Domain,"Paris: Heugel, 1911. MPR",True,downloaded,,,器乐分谱/f2850534-84c9-4a3f-a0e0-16210615bae8.pdf,"https://imslp.org/wiki/La_f%C3%AAte_chez_Th%C3%A9r%C3%A8se_(Hahn,_Reynaldo)",https://imslp.org/wiki/Special:ImagefromIndex/799080/hfpb
F,La fête chez Thérèse,,,Ballets; Theatrical Works; For orchestra; Scores featuring the orchestra; For piano (arr); For 1 player (arr); Scores featuring the piano (arr); For orchestra (arr); Scores featuring the orchestra (arr),器乐分谱,芭蕾舞剧,Orchestra,管弦乐队,长号分谱,,799081,Trombone,tabArrTrans,Public Domain,"Paris: Heugel, 1911. MPR",True,downloaded,,,器乐分谱/e10a735b-3959-4aff-be78-4032c1e4333a.pdf,"https://imslp.org/wiki/La_f%C3%AAte_chez_Th%C3%A9r%C3%A8se_(Hahn,_Reynaldo)",https://imslp.org/wiki/Special:ImagefromIndex/799081/hfpb
F,La fête chez Thérèse,,,Ballets; Theatrical Works; For orchestra; Scores featuring the orchestra; For piano (arr); For 1 player (arr); Scores featuring the piano (arr); For orchestra (arr); Scores featuring the orchestra (arr),器乐分谱,芭蕾舞剧,Orchestra,管弦乐队,定音鼓分谱,,799082,Timpani,tabArrTrans,Public Domain,"Paris: Heugel, 1911. MPR",True,downloaded,,,器乐分谱/2b4c3f6c-b579-45f2-80a5-050eb3da3f0b.pdf,"https://imslp.org/wiki/La_f%C3%AAte_chez_Th%C3%A9r%C3%A8se_(Hahn,_Reynaldo)",https://imslp.org/wiki/Special:ImagefromIndex/799082/hfpb
F,La fête chez Thérèse,,,Ballets; Theatrical Works; For orchestra; Scores featuring the orchestra; For piano (arr); For 1 player (arr); Scores featuring the piano (arr); For orchestra (arr); Scores featuring the orchestra (arr),管弦乐/交响曲,芭蕾舞剧,Orchestra,管弦乐队,管弦乐队,,799083,下载这个文件,tabArrTrans,Public Domain,"Paris: Heugel, 1911. MPR",True,downloaded,,,管弦乐/交响曲/58d592a7-734f-4d55-be45-0c429a7c45ba.pdf,"https://imslp.org/wiki/La_f%C3%AAte_chez_Th%C3%A9r%C3%A8se_(Hahn,_Reynaldo)",https://imslp.org/wiki/Special:ImagefromIndex/799083/hfpb
F,La fête chez Thérèse,,,Ballets; Theatrical Works; For orchestra; Scores featuring the orchestra; For piano (arr); For 1 player (arr); Scores featuring the piano (arr); For orchestra (arr); Scores featuring the orchestra (arr),器乐分谱,芭蕾舞剧,Orchestra,管弦乐队,第一小提琴分谱,,799084,Violins I,tabArrTrans,Public Domain,"Paris: Heugel, 1911. MPR",True,downloaded,,,器乐分谱/6400205d-8f0a-482f-9e20-c508af221cd3.pdf,"https://imslp.org/wiki/La_f%C3%AAte_chez_Th%C3%A9r%C3%A8se_(Hahn,_Reynaldo)",https://imslp.org/wiki/Special:ImagefromIndex/799084/hfpb
F,La fête chez Thérèse,,,Ballets; Theatrical Works; For orchestra; Scores featuring the orchestra; For piano (arr); For 1 player (arr); Scores featuring the piano (arr); For orchestra (arr); Scores featuring the orchestra (arr),器乐分谱,芭蕾舞剧,Orchestra,管弦乐队,第二小提琴分谱,,799085,Violins II,tabArrTrans,Public Domain,"Paris: Heugel, 1911. MPR",True,downloaded,,,器乐分谱/2c921953-ae72-489f-950a-3b872bd81bb8.pdf,"https://imslp.org/wiki/La_f%C3%AAte_chez_Th%C3%A9r%C3%A8se_(Hahn,_Reynaldo)",https://imslp.org/wiki/Special:ImagefromIndex/799085/hfpb
