Song Title | Composer | Voice Type | Tonality | Filename
Die schöne Müllerin - 03. Halt! - D795 | Schubert, Franz | High | Original | Die_schöne_Müllerin_-_03._Halt!_-_D795_High_Original.pdf
Die schöne Müllerin - 04. Danksagung an den Bach - D795 | Schubert, Franz | High | Original | Die_schöne_Müllerin_-_04._Danksagung_an_den_Bach_-_D795_High_Original.pdf
Die schöne Müllerin - 05. Am Feierabend - D795 | Schubert, Franz | High | Original | Die_schöne_Müllerin_-_05._Am_Feierabend_-_D795_High_Original.pdf
Die schöne Müllerin - 06. Der Neugierige - D795 | Schubert, Franz | High | Original | Die_schöne_Müllerin_-_06._Der_Neugierige_-_D795_High_Original.pdf
Die schöne Müllerin - 07. Ungeduld - D795 | Schubert, Franz | High | Original | Die_schöne_Müllerin_-_07._Ungeduld_-_D795_High_Original.pdf
Die schöne Müllerin - 08. Morgengruß - D795 | Schubert, Franz | High | Original | Die_schöne_Müllerin_-_08._Morgengruß_-_D795_High_Original.pdf
Die schöne Müllerin - 10. Tränenregen - D795 | Schubert, Franz | High | Original | Die_schöne_Müllerin_-_10._Tränenregen_-_D795_High_Original.pdf
Die schöne Müllerin - 11. Mein! - D795 | Schubert, Franz | High | Original | Die_schöne_Müllerin_-_11._Mein!_-_D795_High_Original.pdf
Die schöne Müllerin - 12. Pause - D795 | Schubert, Franz | High | Original | Die_schöne_Müllerin_-_12._Pause_-_D795_High_Original.pdf
Die schöne Müllerin - 13. Mid dem grünen Lautenbande - D795 | Schubert, Franz | High | Original | Die_schöne_Müllerin_-_13._Mid_dem_grünen_Lautenbande_-_D795_High_Original.pdf
Die schöne Müllerin - 14. Der Jäger - D795 | Schubert, Franz | High | Original | Die_schöne_Müllerin_-_14._Der_Jäger_-_D795_High_Original.pdf
Die schöne Müllerin - 15. Eifersucht und Stolz - D795 | Schubert, Franz | High | Original | Die_schöne_Müllerin_-_15._Eifersucht_und_Stolz_-_D795_High_Original.pdf
Die schöne Müllerin - 16. Die liebe Farbe - D795 | Schubert, Franz | High | Original | Die_schöne_Müllerin_-_16._Die_liebe_Farbe_-_D795_High_Original.pdf
Die schöne Müllerin - 17. Die böse Farbe - D795 | Schubert, Franz | High | Original | Die_schöne_Müllerin_-_17._Die_böse_Farbe_-_D795_High_Original.pdf
Die schöne Müllerin - 18. Trockne Blumen - D795 | Schubert, Franz | High | Original | Die_schöne_Müllerin_-_18._Trockne_Blumen_-_D795_High_Original.pdf
Die schöne Müllerin - 19. Der Müller und der Bach - D795 | Schubert, Franz | High | Original | Die_schöne_Müllerin_-_19._Der_Müller_und_der_Bach_-_D795_High_Original.pdf
Die schöne Müllerin - 20. Des Baches Wiegenlied - D795 | Schubert, Franz | High | Original | Die_schöne_Müllerin_-_20._Des_Baches_Wiegenlied_-_D795_High_Original.pdf
Die Sommernacht - D289 | Schubert, Franz | Medium | Original | Die_Sommernacht_-_D289_Medium_Original.pdf
Die Spinnerin - D247 | Schubert, Franz | Medium | Original | Die_Spinnerin_-_D247_Medium_Original.pdf
Die Sterbende - D186 | Schubert, Franz | Medium | Original | Die_Sterbende_-_D186_Medium_Original.pdf
Die Sterne - D176 | Schubert, Franz | Medium | Original | Die_Sterne_-_D176_Medium_Original.pdf
Die Sterne - D313 | Schubert, Franz | Medium | Original | Die_Sterne_-_D313_Medium_Original.pdf
Die Sterne - D684 | Schubert, Franz | Medium | Original | Die_Sterne_-_D684_Medium_Original.pdf
Die Sterne - D939 | Schubert, Franz | Medium | Original | Die_Sterne_-_D939_Medium_Original.pdf
Die Sternennächte - D670 | Schubert, Franz | Medium | Original | Die_Sternennächte_-_D670_Medium_Original.pdf
Die Sternenwelten - D307 | Schubert, Franz | Medium | Original | Die_Sternenwelten_-_D307_Medium_Original.pdf
Die Täuschung - D230 | Schubert, Franz | Medium | Original | Die_Täuschung_-_D230_Medium_Original.pdf
Die Unterscheidung - D866 | Schubert, Franz | Medium | Original | Die_Unterscheidung_-_D866_Medium_Original.pdf
Die verfehlte Stunde - D409 | Schubert, Franz | Medium | Original | Die_verfehlte_Stunde_-_D409_Medium_Original.pdf
Die vier Weltalter - D391 | Schubert, Franz | Medium | Original | Die_vier_Weltalter_-_D391_Medium_Original.pdf
Die Vögel - D691 | Schubert, Franz | Medium | Original | Die_Vögel_-_D691_Medium_Original.pdf
Dithyrambe - D801 | Schubert, Franz | Low | Original | Dithyrambe_-_D801_Low_Original.pdf
Don Gayseros - 3 songs - D93 | Schubert, Franz | Medium | Original | Don_Gayseros_-_3_songs_-_D93_Medium_Original.pdf
Don Gayseros I ('Don Gayseros, wunderlicher') - D93 | Schubert, Franz | Medium | Original | Don_Gayseros_I_('Don_Gayseros_wunderlicher')_-_D93_Medium_Original.pdf
Don Gayseros II ('Nächtens klang die süße Laute') - D93 | Schubert, Franz | Medium | Original | Don_Gayseros_II_('Nächtens_klang_die_süße_Laute')_-_D93_Medium_Original.pdf
Don Gayseros III ('An dem jungen Morgenhimmel') - D93 | Schubert, Franz | Medium | Original | Don_Gayseros_III_('An_dem_jungen_Morgenhimmel')_-_D93_Medium_Original.pdf
Drang in die Ferne - D770 | Schubert, Franz | Medium | Original | Drang_in_die_Ferne_-_D770_Medium_Original.pdf
Du bist die Ruh - D776 | Schubert, Franz | Medium | Original | Du_bist_die_Ruh_-_D776_Medium_Original.pdf
Du liebst mich nicht - D756 | Schubert, Franz | Medium | Original | Du_liebst_mich_nicht_-_D756_Medium_Original.pdf
Edone - D445 | Schubert, Franz | Medium | Original | Edone_-_D445_Medium_Original.pdf
Eine altschottische Ballade - D923 | Schubert, Franz | Medium | Original | Eine_altschottische_Ballade_-_D923_Medium_Original.pdf
Einsamkeit - D620 | Schubert, Franz | Medium | Original | Einsamkeit_-_D620_Medium_Original.pdf
Einsiedelei - D393 | Schubert, Franz | Medium | Original | Einsiedelei_-_D393_Medium_Original.pdf
Ellens Gesang I - D837 | Schubert, Franz | Medium | Original | Ellens_Gesang_I_-_D837_Medium_Original.pdf
Ellens Gesang II - D838 | Schubert, Franz | Medium | Original | Ellens_Gesang_II_-_D838_Medium_Original.pdf
Elysium - D584 | Schubert, Franz | Medium | Original | Elysium_-_D584_Medium_Original.pdf
Entzückung - D413 | Schubert, Franz | Medium | Original | Entzückung_-_D413_Medium_Original.pdf
Entzückung an Laura - D390 | Schubert, Franz | Medium | Original | Entzückung_an_Laura_-_D390_Medium_Original.pdf
Entzückung an Laura - D577 | Schubert, Franz | Medium | Original | Entzückung_an_Laura_-_D577_Medium_Original.pdf
Epistel - Herrn Josef Spaun, Assessor in Linz - D749 | Schubert, Franz | Medium | Original | Epistel_-_Herrn_Josef_Spaun_Assessor_in_Linz_-_D749_Medium_Original.pdf
Erinnerung - D101 | Schubert, Franz | Medium | Original | Erinnerung_-_D101_Medium_Original.pdf
Erinnerung - D229 | Schubert, Franz | Medium | Original | Erinnerung_-_D229_Medium_Original.pdf
Erinnerungen - D98 | Schubert, Franz | Medium | Original | Erinnerungen_-_D98_Medium_Original.pdf
Erlafsee - D586 | Schubert, Franz | Medium | Original | Erlafsee_-_D586_Medium_Original.pdf
Erlkönig - D328 | Schubert, Franz | High | Original | Erlkönig_-_D328_High_Original.pdf
Erntelied - D434 | Schubert, Franz | Medium | Original | Erntelied_-_D434_Medium_Original.pdf
Erster Verlust - D226 | Schubert, Franz | Medium | Original | Erster_Verlust_-_D226_Medium_Original.pdf
Fahrt zum Hades - D526 | Schubert, Franz | Low | Original | Fahrt_zum_Hades_-_D526_Low_Original.pdf
Fischerlied - D351 | Schubert, Franz | Medium | Original | Fischerlied_-_D351_Medium_Original.pdf
Fischerlied - D562 | Schubert, Franz | Medium | Original | Fischerlied_-_D562_Medium_Original.pdf
Fischerweise - D881 | Schubert, Franz | Medium | Original | Fischerweise_-_D881_Medium_Original.pdf
Florio - D857 | Schubert, Franz | Medium | Original | Florio_-_D857_Medium_Original.pdf
Fragment aus dem Aeschylus - D450 | Schubert, Franz | Medium | Original | Fragment_aus_dem_Aeschylus_-_D450_Medium_Original.pdf
Freiwilliges Versinken - D700 | Schubert, Franz | Medium | Original | Freiwilliges_Versinken_-_D700_Medium_Original.pdf
Freude der Kinderjahre - D455 | Schubert, Franz | Medium | Original | Freude_der_Kinderjahre_-_D455_Medium_Original.pdf
Frohsinn - D520 | Schubert, Franz | Medium | Original | Frohsinn_-_D520_Medium_Original.pdf
Frühlingsglaube - D686 | Schubert, Franz | Medium | Original | Frühlingsglaube_-_D686_Medium_Original.pdf
Frühlingslied - D398 | Schubert, Franz | Medium | Original | Frühlingslied_-_D398_Medium_Original.pdf
Frühlingslied - D919 | Schubert, Franz | Medium | Original | Frühlingslied_-_D919_Medium_Original.pdf
Fülle der Liebe - D854 | Schubert, Franz | Medium | Original | Fülle_der_Liebe_-_D854_Medium_Original.pdf
Furcht der Geliebten - D285 | Schubert, Franz | Medium | Original | Furcht_der_Geliebten_-_D285_Medium_Original.pdf
Ganymed - D544 | Schubert, Franz | Medium | Original | Ganymed_-_D544_Medium_Original.pdf
Gebet während der Schlacht - D171 | Schubert, Franz | Medium | Original | Gebet_während_der_Schlacht_-_D171_Medium_Original.pdf
Geheimes - D719 | Schubert, Franz | Medium | Original | Geheimes_-_D719_Medium_Original.pdf
Geheimniss - D491 | Schubert, Franz | Medium | Original | Geheimniss_-_D491_Medium_Original.pdf
Geist der Liebe - D233 | Schubert, Franz | Medium | Original | Geist_der_Liebe_-_D233_Medium_Original.pdf
Geist der Liebe - D414 | Schubert, Franz | Medium | Original | Geist_der_Liebe_-_D414_Medium_Original.pdf
Geisternähe - D100 | Schubert, Franz | Medium | Original | Geisternähe_-_D100_Medium_Original.pdf
Geistesgruss - D142 | Schubert, Franz | Medium | Original | Geistesgruss_-_D142_Medium_Original.pdf
Genügsamkeit - D143 | Schubert, Franz | Medium | Original | Genügsamkeit_-_D143_Medium_Original.pdf
Gesang der Geister über den Wassern - D484 | Schubert, Franz | Medium | Original | Gesang_der_Geister_über_den_Wassern_-_D484_Medium_Original.pdf
Gesang der Norna - D831 | Schubert, Franz | Medium | Original | Gesang_der_Norna_-_D831_Medium_Original.pdf
Gesang [An Silvia] - D891 | Schubert, Franz | Medium | Original | Gesang_[An_Silvia]_-_D891_Medium_Original.pdf
Gesänge des Harfners - I. Wer sich der Einsamkeit - D478 | Schubert, Franz | Medium | Original | Gesänge_des_Harfners_-_I._Wer_sich_der_Einsamkeit_-_D478_Medium_Original.pdf
Gesänge des Harfners - II. Wer nie sein Brot - D478 | Schubert, Franz | Medium | Original | Gesänge_des_Harfners_-_II._Wer_nie_sein_Brot_-_D478_Medium_Original.pdf
Gesänge des Harfners - III. An die Türen - D478 | Schubert, Franz | Medium | Original | Gesänge_des_Harfners_-_III._An_die_Türen_-_D478_Medium_Original.pdf
Glaube, Hoffnung und Liebe - D955 | Schubert, Franz | Medium | Original | Glaube_Hoffnung_und_Liebe_-_D955_Medium_Original.pdf
Gondelfahrer - D808 | Schubert, Franz | Medium | Original | Gondelfahrer_-_D808_Medium_Original.pdf
Gott im Fruhlinge - D448 | Schubert, Franz | Medium | Original | Gott_im_Fruhlinge_-_D448_Medium_Original.pdf
Grablied - D218 | Schubert, Franz | Medium | Original | Grablied_-_D218_Medium_Original.pdf
Grablied auf einen Soldaten - D454 | Schubert, Franz | Medium | Original | Grablied_auf_einen_Soldaten_-_D454_Medium_Original.pdf
Grablied für die Mutter - D616 | Schubert, Franz | Medium | Original | Grablied_für_die_Mutter_-_D616_Medium_Original.pdf
Greisengesang - D778 | Schubert, Franz | Medium | Original | Greisengesang_-_D778_Medium_Original.pdf
Grenzen der Menschheit - D716 | Schubert, Franz | Low | Original | Grenzen_der_Menschheit_-_D716_Low_Original.pdf
Gretchen am Spinnrade - D118 | Schubert, Franz | High | Original | Gretchen_am_Spinnrade_-_D118_High_Original.pdf
Gretchens Bitte - D564 | Schubert, Franz | Medium | Original | Gretchens_Bitte_-_D564_Medium_Original.pdf
Gruppe aus dem Tartarus - D583 | Schubert, Franz | Medium | Original | Gruppe_aus_dem_Tartarus_-_D583_Medium_Original.pdf
Guarda, che bianca luna - D688 | Schubert, Franz | Medium | Original | Guarda_che_bianca_luna_-_D688_Medium_Original.pdf
Hagars Klage - D5 | Schubert, Franz | Medium | Original | Hagars_Klage_-_D5_Medium_Original.pdf
Hänflings Liebeswerbung - D552 | Schubert, Franz | Medium | Original | Hänflings_Liebeswerbung_-_D552_Medium_Original.pdf
Harfenspieler - D325 | Schubert, Franz | Medium | Original | Harfenspieler_-_D325_Medium_Original.pdf
Heidenröslein - D257 | Schubert, Franz | Medium | Original | Heidenröslein_-_D257_Medium_Original.pdf
Heimliches Lieben - D922 | Schubert, Franz | Medium | Original | Heimliches_Lieben_-_D922_Medium_Original.pdf
Hektors Abschied - D312 | Schubert, Franz | Medium | Original | Hektors_Abschied_-_D312_Medium_Original.pdf
Heliopolis II - D754 | Schubert, Franz | Low | Original | Heliopolis_II_-_D754_Low_Original.pdf
Herbst - D945 | Schubert, Franz | Medium | Original | Herbst_-_D945_Medium_Original.pdf
Herbstlied - D502 | Schubert, Franz | Medium | Original | Herbstlied_-_D502_Medium_Original.pdf
Hermann und Thusnelda - D322 | Schubert, Franz | Medium | Original | Hermann_und_Thusnelda_-_D322_Medium_Original.pdf
Himmelsfunken - D651 | Schubert, Franz | Medium | Original | Himmelsfunken_-_D651_Medium_Original.pdf
Hippolits Lied - D890 | Schubert, Franz | Medium | Original | Hippolits_Lied_-_D890_Medium_Original.pdf
Hochzeit-Lied - D463 | Schubert, Franz | Medium | Original | Hochzeit-Lied_-_D463_Medium_Original.pdf
Hoffnung - D251 | Schubert, Franz | Medium | Original | Hoffnung_-_D251_Medium_Original.pdf
Hoffnung - D295 | Schubert, Franz | Medium | Original | Hoffnung_-_D295_Medium_Original.pdf
Huldigung - D240 | Schubert, Franz | Medium | Original | Huldigung_-_D240_Medium_Original.pdf
Hymne ('Wenige wissen das Geheimnis der Liebe') - D659 | Schubert, Franz | Medium | Original | Hymne_('Wenige_wissen_das_Geheimnis_der_Liebe')_-_D659_Medium_Original.pdf
Hymne II ('Wenn ich ihn nur habe') - D660 | Schubert, Franz | Medium | Original | Hymne_II_('Wenn_ich_ihn_nur_habe')_-_D660_Medium_Original.pdf
Hymne III ('Wenn alle untreu werden') - D661 | Schubert, Franz | Medium | Original | Hymne_III_('Wenn_alle_untreu_werden')_-_D661_Medium_Original.pdf
Hymne IV ('Ich sag’ es jedem, daß er lebt') - D662 | Schubert, Franz | Medium | Original | Hymne_IV_('Ich_sag’_es_jedem_daß_er_lebt')_-_D662_Medium_Original.pdf
Idens Nachtgesang - D227 | Schubert, Franz | Medium | Original | Idens_Nachtgesang_-_D227_Medium_Original.pdf
Idens Schwanenlied - D317 | Schubert, Franz | Medium | Original | Idens_Schwanenlied_-_D317_Medium_Original.pdf
Ihr Grab - D736 | Schubert, Franz | Medium | Original | Ihr_Grab_-_D736_Medium_Original.pdf
Im Abendrot - D799 | Schubert, Franz | Medium | Original | Im_Abendrot_-_D799_Medium_Original.pdf
Im Freien - D880 | Schubert, Franz | Medium | Original | Im_Freien_-_D880_Medium_Original.pdf
Im Frühling - D882 | Schubert, Franz | Medium | Original | Im_Frühling_-_D882_Medium_Original.pdf
Im Haine - D738 | Schubert, Franz | Medium | Original | Im_Haine_-_D738_Medium_Original.pdf
Im Walde - D708 | Schubert, Franz | Medium | Original | Im_Walde_-_D708_Medium_Original.pdf
Im walde - D834 | Schubert, Franz | Medium | Original | Im_walde_-_D834_Medium_Original.pdf
In der Mitternacht - D464 | Schubert, Franz | Medium | Original | In_der_Mitternacht_-_D464_Medium_Original.pdf
In's stille Land - D403 | Schubert, Franz | Medium | Original | In's_stille_Land_-_D403_Medium_Original.pdf
Iphigenia - D573 | Schubert, Franz | Medium | Original | Iphigenia_-_D573_Medium_Original.pdf
Irdisches Glück - D866 | Schubert, Franz | Medium | Original | Irdisches_Glück_-_D866_Medium_Original.pdf
Jagdlied - D521 | Schubert, Franz | Medium | Original | Jagdlied_-_D521_Medium_Original.pdf
Jägers Abendlied - D368 | Schubert, Franz | Medium | Original | Jägers_Abendlied_-_D368_Medium_Original.pdf
Jägers Liebeslied - D909 | Schubert, Franz | Medium | Original | Jägers_Liebeslied_-_D909_Medium_Original.pdf
Johanna Sebus - D728 | Schubert, Franz | Medium | Original | Johanna_Sebus_-_D728_Medium_Original.pdf
Klage - D371 | Schubert, Franz | Medium | Original | Klage_-_D371_Medium_Original.pdf
Klage - D415 | Schubert, Franz | Medium | Original | Klage_-_D415_Medium_Original.pdf
Klage - D436 | Schubert, Franz | Medium | Original | Klage_-_D436_Medium_Original.pdf
Klage der Ceres - D323 | Schubert, Franz | Medium | Original | Klage_der_Ceres_-_D323_Medium_Original.pdf
Klaglied - D23 | Schubert, Franz | Medium | Original | Klaglied_-_D23_Medium_Original.pdf
Kolmas Klage - D217 | Schubert, Franz | Medium | Original | Kolmas_Klage_-_D217_Medium_Original.pdf
La pastorella al prato - D528 | Schubert, Franz | High | Original | La_pastorella_al_prato_-_D528_High_Original.pdf
Labetrank der Liebe - D302 | Schubert, Franz | Medium | Original | Labetrank_der_Liebe_-_D302_Medium_Original.pdf
Lachen und Weinen - D777 | Schubert, Franz | Medium | Original | Lachen_und_Weinen_-_D777_Medium_Original.pdf
Lambertine - D301 | Schubert, Franz | Medium | Original | Lambertine_-_D301_Medium_Original.pdf
Laura am Klavier - D388 | Schubert, Franz | Medium | Original | Laura_am_Klavier_-_D388_Medium_Original.pdf
Lebenslied - D508 | Schubert, Franz | Medium | Original | Lebenslied_-_D508_Medium_Original.pdf
Lebensmelodien - D395 | Schubert, Franz | Medium | Original | Lebensmelodien_-_D395_Medium_Original.pdf
Lebensmuth - D883 | Schubert, Franz | Medium | Original | Lebensmuth_-_D883_Medium_Original.pdf
Lebensmuth - D937 | Schubert, Franz | Medium | Original | Lebensmuth_-_D937_Medium_Original.pdf
Leichenfantasie - D7 | Schubert, Franz | Medium | Original | Leichenfantasie_-_D7_Medium_Original.pdf
Leiden der Trennung - D509 | Schubert, Franz | Medium | Original | Leiden_der_Trennung_-_D509_Medium_Original.pdf
Liane - D298 | Schubert, Franz | Medium | Original | Liane_-_D298_Medium_Original.pdf
Lieb Minna - D222 | Schubert, Franz | Medium | Original | Lieb_Minna_-_D222_Medium_Original.pdf
Liebe schwärmt auf allen Wegen - D239 | Schubert, Franz | Medium | Original | Liebe_schwärmt_auf_allen_Wegen_-_D239_Medium_Original.pdf
Liebeslauschen - D698 | Schubert, Franz | Medium | Original | Liebeslauschen_-_D698_Medium_Original.pdf
Liebesrausch - D179 | Schubert, Franz | Medium | Original | Liebesrausch_-_D179_Medium_Original.pdf
Liebeständelei - D206 | Schubert, Franz | Medium | Original | Liebeständelei_-_D206_Medium_Original.pdf
Liebhaber in allen Gestalten - D558 | Schubert, Franz | Medium | Original | Liebhaber_in_allen_Gestalten_-_D558_Medium_Original.pdf
Lied (Es ist so angenehm) - D284 | Schubert, Franz | Medium | Original | Lied_(Es_ist_so_angenehm)_-_D284_Medium_Original.pdf
Lied (Ferne von der großen Stadt) - D483 | Schubert, Franz | Medium | Original | Lied_(Ferne_von_der_großen_Stadt)_-_D483_Medium_Original.pdf
Lied (Mutter geht durch ihre Kammern) - D373 | Schubert, Franz | Medium | Original | Lied_(Mutter_geht_durch_ihre_Kammern)_-_D373_Medium_Original.pdf
Lied aus der Ferne - D107 | Schubert, Franz | Medium | Original | Lied_aus_der_Ferne_-_D107_Medium_Original.pdf
Lied der Anna Lyle - D830 | Schubert, Franz | Medium | Original | Lied_der_Anna_Lyle_-_D830_Medium_Original.pdf
Lied der Liebe - D109 | Schubert, Franz | Medium | Original | Lied_der_Liebe_-_D109_Medium_Original.pdf
Lied der Mignon ('Heiß mich nicht reden') - D877 | Schubert, Franz | Medium | Original | Lied_der_Mignon_('Heiß_mich_nicht_reden')_-_D877_Medium_Original.pdf
Lied der Mignon ('Nur wer die Sehnsucht kennt') - D877 | Schubert, Franz | Medium | Original | Lied_der_Mignon_('Nur_wer_die_Sehnsucht_kennt')_-_D877_Medium_Original.pdf
Lied der Mignon ('So laßt mich scheinen') - D877 | Schubert, Franz | Medium | Original | Lied_der_Mignon_('So_laßt_mich_scheinen')_-_D877_Medium_Original.pdf
Lied des gefangenen Jägers - D843 | Schubert, Franz | Medium | Original | Lied_des_gefangenen_Jägers_-_D843_Medium_Original.pdf
Lied eines Kindes - D596 | Schubert, Franz | Medium | Original | Lied_eines_Kindes_-_D596_Medium_Original.pdf
Lied eines Kriegers - D822 | Schubert, Franz | Medium | Original | Lied_eines_Kriegers_-_D822_Medium_Original.pdf
Lied eines Schiffers an die Dioskuren - D360 | Schubert, Franz | Medium | Original | Lied_eines_Schiffers_an_die_Dioskuren_-_D360_Medium_Original.pdf
Lied in der Abwesenheit - D416 | Schubert, Franz | Medium | Original | Lied_in_der_Abwesenheit_-_D416_Medium_Original.pdf
Liedesend' - D473 | Schubert, Franz | Medium | Original | Liedesend'_-_D473_Medium_Original.pdf
Lilla an die Morgenröte - D273 | Schubert, Franz | Medium | Original | Lilla_an_die_Morgenröte_-_D273_Medium_Original.pdf
Litanei - D343 | Schubert, Franz | Medium | Original | Litanei_-_D343_Medium_Original.pdf
Lob der Tränen - D711 | Schubert, Franz | Medium | Original | Lob_der_Tränen_-_D711_Medium_Original.pdf
Lob des Tokayers - D248 | Schubert, Franz | Medium | Original | Lob_des_Tokayers_-_D248_Medium_Original.pdf
Lodas Gespenst - D150 | Schubert, Franz | Medium | Original | Lodas_Gespenst_-_D150_Medium_Original.pdf
Lorma - D376 | Schubert, Franz | Medium | Original | Lorma_-_D376_Medium_Original.pdf
Luisens Antwort - D319 | Schubert, Franz | Medium | Original | Luisens_Antwort_-_D319_Medium_Original.pdf
Mahomets Gesang - D549 | Schubert, Franz | Medium | Original | Mahomets_Gesang_-_D549_Medium_Original.pdf
Mahomets Gesang - D721 | Schubert, Franz | Low | Original | Mahomets_Gesang_-_D721_Low_Original.pdf
Meeres Stille - D216 | Schubert, Franz | Medium | Original | Meeres_Stille_-_D216_Medium_Original.pdf
Mein Gruß an den Mai - D305 | Schubert, Franz | Medium | Original | Mein_Gruß_an_den_Mai_-_D305_Medium_Original.pdf
Memnon - D541 | Schubert, Franz | Medium | Original | Memnon_-_D541_Medium_Original.pdf
Mignon - D321 | Schubert, Franz | Medium | Original | Mignon_-_D321_Medium_Original.pdf
Mignon - D469 | Schubert, Franz | Medium | Original | Mignon_-_D469_Medium_Original.pdf
Mignon I - D726 | Schubert, Franz | Medium | Original | Mignon_I_-_D726_Medium_Original.pdf
Mignon II - D727 | Schubert, Franz | Medium | Original | Mignon_II_-_D727_Medium_Original.pdf
Minnelied - D429 | Schubert, Franz | Medium | Original | Minnelied_-_D429_Medium_Original.pdf
Minona - D152 | Schubert, Franz | Medium | Original | Minona_-_D152_Medium_Original.pdf
Mio ben ricordati - D688 | Schubert, Franz | Medium | Original | Mio_ben_ricordati_-_D688_Medium_Original.pdf
Misero pargoletto - D42 | Schubert, Franz | High | Original | Misero_pargoletto_-_D42_High_Original.pdf
Morgenlied - D266 | Schubert, Franz | Medium | Original | Morgenlied_-_D266_Medium_Original.pdf
Morgenlied - D381 | Schubert, Franz | Medium | Original | Morgenlied_-_D381_Medium_Original.pdf
Morgenlied - D685 | Schubert, Franz | Medium | Original | Morgenlied_-_D685_Medium_Original.pdf
Nach einem Gewitter - D561 | Schubert, Franz | Medium | Original | Nach_einem_Gewitter_-_D561_Medium_Original.pdf
Nacht und Träume - D827 | Schubert, Franz | Medium | Original | Nacht_und_Träume_-_D827_Medium_Original.pdf
Nachtgesang - D119 | Schubert, Franz | Medium | Original | Nachtgesang_-_D119_Medium_Original.pdf
Nachtgesang - D314 | Schubert, Franz | Medium | Original | Nachtgesang_-_D314_Medium_Original.pdf
Nachthymne - D687 | Schubert, Franz | Medium | Original | Nachthymne_-_D687_Medium_Original.pdf
Nachtstück - D672 | Schubert, Franz | Medium | Original | Nachtstück_-_D672_Medium_Original.pdf
Nachtviolen - D752 | Schubert, Franz | Medium | Original | Nachtviolen_-_D752_Medium_Original.pdf
Nähe des Geliebten - D162 | Schubert, Franz | Medium | Original | Nähe_des_Geliebten_-_D162_Medium_Original.pdf
Namenstagslied - D695 | Schubert, Franz | Medium | Original | Namenstagslied_-_D695_Medium_Original.pdf
Naturgenuß - D188 | Schubert, Franz | Medium | Original | Naturgenuß_-_D188_Medium_Original.pdf
Non t'accostar all' Urna - D688 | Schubert, Franz | Medium | Original | Non_t'accostar_all'_Urna_-_D688_Medium_Original.pdf
Normans Gesang - D846 | Schubert, Franz | Medium | Original | Normans_Gesang_-_D846_Medium_Original.pdf
Orest auf Tauris - D548 | Schubert, Franz | Medium | Original | Orest_auf_Tauris_-_D548_Medium_Original.pdf
Orpheus - D474 | Schubert, Franz | Medium | Original | Orpheus_-_D474_Medium_Original.pdf
Ossians Lied nach dem Falle Nathos - D278 | Schubert, Franz | Medium | Original | Ossians_Lied_nach_dem_Falle_Nathos_-_D278_Medium_Original.pdf
Pax vobiscum - D551 | Schubert, Franz | Medium | Original | Pax_vobiscum_-_D551_Medium_Original.pdf
Pensa che questo istante - D76 | Schubert, Franz | Low | Original | Pensa_che_questo_istante_-_D76_Low_Original.pdf
Pflicht und Liebe - D467 | Schubert, Franz | Medium | Original | Pflicht_und_Liebe_-_D467_Medium_Original.pdf
Pflügerlied - D392 | Schubert, Franz | Medium | Original | Pflügerlied_-_D392_Medium_Original.pdf
Phidile - D500 | Schubert, Franz | Medium | Original | Phidile_-_D500_Medium_Original.pdf
Philoktet - D540 | Schubert, Franz | Medium | Original | Philoktet_-_D540_Medium_Original.pdf
Pilgerweise - D789 | Schubert, Franz | Medium | Original | Pilgerweise_-_D789_Medium_Original.pdf
Prometheus - D674 | Schubert, Franz | Low | Original | Prometheus_-_D674_Low_Original.pdf
Punschlied - D253 | Schubert, Franz | Medium | Original | Punschlied_-_D253_Medium_Original.pdf
Rastlose Liebe - D138 | Schubert, Franz | Medium | Original | Rastlose_Liebe_-_D138_Medium_Original.pdf
Ritter Toggenburg - D397 | Schubert, Franz | Medium | Original | Ritter_Toggenburg_-_D397_Medium_Original.pdf
Romanze ('Ein Fräulein klagt'') - D114 | Schubert, Franz | Medium | Original | Romanze_('Ein_Fräulein_klagt'')_-_D114_Medium_Original.pdf
Romanze ('In der Väter Hallen ruhte') - D144 | Schubert, Franz | Medium | Original | Romanze_('In_der_Väter_Hallen_ruhte')_-_D144_Medium_Original.pdf
Romanze aus Rosamunde - D797 | Schubert, Franz | Medium | Original | Romanze_aus_Rosamunde_-_D797_Medium_Original.pdf
Romanze des Richard Löwenherz - D907 | Schubert, Franz | Medium | Original | Romanze_des_Richard_Löwenherz_-_D907_Medium_Original.pdf
Rückweg - D476 | Schubert, Franz | Medium | Original | Rückweg_-_D476_Medium_Original.pdf
Sängers Morgenlied - D163 | Schubert, Franz | Medium | Original | Sängers_Morgenlied_-_D163_Medium_Original.pdf
Sängers Morgenlied - D165 | Schubert, Franz | Medium | Original | Sängers_Morgenlied_-_D165_Medium_Original.pdf
Scene aus Faust - D126 | Schubert, Franz | Medium | Original | Scene_aus_Faust_-_D126_Medium_Original.pdf
Schäfers Klagelied - D121 | Schubert, Franz | Medium | Original | Schäfers_Klagelied_-_D121_Medium_Original.pdf
Schatzgräbers Begehr - D761 | Schubert, Franz | Medium | Original | Schatzgräbers_Begehr_-_D761_Medium_Original.pdf
Schiffers Scheidelied - D910 | Schubert, Franz | Medium | Original | Schiffers_Scheidelied_-_D910_Medium_Original.pdf
Schlachtlied - D443 | Schubert, Franz | Medium | Original | Schlachtlied_-_D443_Medium_Original.pdf
